"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Game/Materials/BasicCoolours/InvisibleMaterial.InvisibleMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Game/Materials/M_PLant.M_PLant","0","0","29","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","34","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","0","24","1","0.000000","0","0"
"/Game/Materials/MaggieARt/keys_Mat_UI.keys_Mat_UI","0","23","6","1","17.795143","0","77"
"/Game/Materials/Placeholder_buildings_Mat.Placeholder_buildings_Mat","0","28","1","1","25.534098","0","426"
"/Game/Materials/MaggieARt/tickets_Mat_UI.tickets_Mat_UI","0","23","1","1","14.058265","0","307"
"/Game/Materials/MaggieARt/Mat_Vine.Mat_Vine","0","32","1","1","25.794462","0","549"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","200","8","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","108","4","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","14","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","64","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","116","4","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","232","8","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","0"
"/Game/Materials/MaggieARt/m_WorldSpace.m_WorldSpace","0","0","29","1","0.000000","0","0"
"/Game/Materials/MaggieARt/m_WorldSpace_Grass_Top.m_WorldSpace_Grass_Top","0","0","29","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Materials/MaggieARt/car_Mat.car_Mat","0","0","29","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","69","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/Materials/BasicCoolours/M_BlackMat.M_BlackMat","0","0","4","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","28","1","0.000000","0","0"
"/Game/Materials/MaggieARt/tickets_Mat.tickets_Mat","0","28","8","1","26.215967","0","154"
"/Game/Materials/MaggieARt/museumsign_Mat.museumsign_Mat","0","28","6","1","25.863255","0","132"
"/Game/Materials/MaggieARt/bike_Mat_UI.bike_Mat_UI","0","23","5","1","13.999582","0","138"
"/Game/Materials/MaggieARt/bike_Mat.bike_Mat","0","28","6","1","25.975605","0","156"
"/Game/Materials/MaggieARt/superhighway_Mat_UI.superhighway_Mat_UI","0","23","8","1","14.292900","0","144"
"/Game/Materials/MaggieARt/outofgas_Mat_UI.outofgas_Mat_UI","0","23","7","1","14.586615","0","103"
"/Game/Materials/MaggieARt/outofgas_Mat.outofgas_Mat","0","28","8","1","26.033852","0","187"
"/Game/Materials/MaggieARt/bin_Mat.bin_Mat","0","28","8","1","26.506001","0","125"
"/Game/Materials/MaggieARt/letter_Mat_UI.letter_Mat_UI","0","23","3","1","14.168048","0","114"
"/Game/Materials/MaggieARt/superhighway_Mat.superhighway_Mat","0","28","7","1","26.003822","0","180"
"/Game/Materials/MaggieARt/coffecup_Mat_UI.coffecup_Mat_UI","0","23","7","1","14.832883","0","77"
"/Game/Materials/MaggieARt/coffecup_Mat.coffecup_Mat","0","28","10","1","25.565634","0","172"
"/Game/Materials/MaggieARt/letter_Mat.letter_Mat","0","28","7","1","26.014681","0","164"
"/Game/Materials/MaggieARt/m_WorldSpace_Dither.m_WorldSpace_Dither","0","16","6","1","12.472044","0","92"
"/Game/Materials/MaggieARt/cables_Mat.cables_Mat","0","28","8","1","26.773041","0","140"
"/Game/Materials/MaggieARt/rustedfence_Mat.rustedfence_Mat","0","28","2","1","27.254259","0","137"
"/Game/Materials/MaggieARt/M_Stone_1.M_Stone_1","0","28","1","1","27.574444","0","204"
"/Game/Materials/MaggieARt/lantern_Mat.lantern_Mat","0","28","9","1","27.668768","0","97"
"/Game/Materials/MaggieARt/bench_Mat.bench_Mat","0","28","4","1","28.226440","0","205"
"/Game/Materials/MaggieARt/bones_Mat.bones_Mat","0","28","4","1","27.423098","0","225"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","23","1","37.576660","0","23"
"/Game/Materials/MaggieARt/Mat_Vine.Mat_Vine","49","36","38","1","38.507645","0","38"
"/Game/Materials/Placeholder_buildings_Mat.Placeholder_buildings_Mat","49","30","31","1","34.164867","0","31"
"/Game/Materials/MaggieARt/tickets_Mat_UI.tickets_Mat_UI","49","25","26","1","23.083149","0","26"
"/Game/Materials/MaggieARt/keys_Mat_UI.keys_Mat_UI","49","25","26","1","23.208502","0","26"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","145","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Game/Materials/BasicCoolours/InvisibleMaterial.InvisibleMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","60","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","900","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Game/Materials/M_PLant.M_PLant","49","0","31","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","0","16","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","38","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","0","24","1","0.000000","0","0"
"/Game/Materials/MaggieARt/rustedfence_Mat.rustedfence_Mat","49","30","1","1","36.183285","0","486"
"/Game/Materials/MaggieARt/bones_Mat.bones_Mat","49","30","1","1","35.836296","0","431"
"/Game/Materials/MaggieARt/bench_Mat.bench_Mat","49","30","1","1","35.403320","0","240"
"/Game/Materials/MaggieARt/M_Stone_1.M_Stone_1","49","30","1","1","35.714725","0","395"
"/Game/Materials/MaggieARt/lantern_Mat.lantern_Mat","49","30","2","1","35.816933","0","275"
"/Game/Materials/MaggieARt/cables_Mat.cables_Mat","49","30","1","1","34.582874","0","256"
"/Game/Materials/MaggieARt/m_WorldSpace_Dither.m_WorldSpace_Dither","49","18","1","1","20.210539","0","121"
"/Game/Materials/MaggieARt/letter_Mat.letter_Mat","49","30","1","1","35.187908","0","225"
"/Game/Materials/MaggieARt/coffecup_Mat.coffecup_Mat","49","30","2","1","34.983459","0","311"
"/Game/Materials/MaggieARt/coffecup_Mat_UI.coffecup_Mat_UI","49","25","1","1","23.374146","0","198"
"/Game/Materials/MaggieARt/superhighway_Mat.superhighway_Mat","49","30","1","1","34.829842","0","286"
"/Game/Materials/MaggieARt/letter_Mat_UI.letter_Mat_UI","49","25","1","1","23.682503","0","277"
"/Game/Materials/MaggieARt/bin_Mat.bin_Mat","49","30","1","1","34.258934","0","271"
"/Game/Materials/MaggieARt/outofgas_Mat.outofgas_Mat","49","30","1","1","34.337299","0","264"
"/Game/Materials/MaggieARt/outofgas_Mat_UI.outofgas_Mat_UI","49","25","1","1","23.327646","0","228"
"/Game/Materials/MaggieARt/superhighway_Mat_UI.superhighway_Mat_UI","49","25","2","1","23.241627","0","247"
"/Game/Materials/MaggieARt/bike_Mat.bike_Mat","49","30","1","1","34.862068","0","245"
"/Game/Materials/MaggieARt/bike_Mat_UI.bike_Mat_UI","49","25","1","1","23.617233","0","215"
"/Game/Materials/MaggieARt/museumsign_Mat.museumsign_Mat","49","30","2","1","35.001839","0","176"
"/Interchange/gltf/M_Translucent.M_Translucent","49","0","200","8","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","108","4","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","0","14","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","64","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","124","4","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","49","0","248","8","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","0"
"/Game/Materials/MaggieARt/m_WorldSpace.m_WorldSpace","49","0","31","1","0.000000","0","0"
"/Game/Materials/MaggieARt/m_WorldSpace_Grass_Top.m_WorldSpace_Grass_Top","49","0","31","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Game/Materials/MaggieARt/car_Mat.car_Mat","49","0","31","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","84","1","0.000000","0","0"
"/Game/Materials/MaggieARt/tickets_Mat.tickets_Mat","49","30","5","1","34.179058","0","166"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Game/Materials/BasicCoolours/M_BlackMat.M_BlackMat","49","0","4","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","28","1","0.000000","0","0"
